CHROM	START	STOP	PEAK
Cp4.1LG04	5667212	5667604	3.58864
Cp4.1LG04	5667212	5667604	3.34579
Cp4.1LG04	5669208	5669478	3.73652
Cp4.1LG04	5673905	5673998	3.04009
Cp4.1LG04	5676384	5677430	3.73131
Cp4.1LG04	5683922	5684141	4.45619
Cp4.1LG04	5690114	5690728	5.11713
Cp4.1LG04	5690881	5691699	4.41002
Cp4.1LG04	5692628	5693869	10.99393
Cp4.1LG04	5692628	5693869	11.01418
Cp4.1LG04	5692628	5693869	4.77859
Cp4.1LG04	5694090	5695365	4.02945
Cp4.1LG04	5694090	5695365	4.79851
Cp4.1LG04	5696883	5697610	3.96402
Cp4.1LG04	5698389	5699995	3.86444
Cp4.1LG04	5714189	5714425	3.45144
Cp4.1LG04	5718094	5718582	3.35321
Cp4.1LG04	5718094	5718582	3.90296
Cp4.1LG04	5722859	5723679	5.00263
Cp4.1LG04	5725122	5725445	3.61537
Cp4.1LG04	5730919	5731765	4.64222
Cp4.1LG04	5740510	5740980	4.21151
Cp4.1LG04	5740510	5740980	3.73011
Cp4.1LG04	5741695	5742388	3.46472
Cp4.1LG04	5757848	5758379	4.05203
Cp4.1LG04	5770397	5770739	6.49553
Cp4.1LG04	5776866	5777174	4.11994
Cp4.1LG04	5781020	5781772	9.30664
Cp4.1LG04	5788578	5790196	8.09751
Cp4.1LG04	5788578	5790196	4.60532
Cp4.1LG04	5790609	5792814	9.12245
Cp4.1LG04	5796234	5796699	3.09271
Cp4.1LG04	5796699	5797640	3.77727
Cp4.1LG04	5798586	5799608	4.27793
Cp4.1LG04	5798586	5799608	6.74015
Cp4.1LG04	5799759	5800442	4.18350
Cp4.1LG04	5801109	5803075	6.12126
Cp4.1LG04	5801109	5803075	5.07536
Cp4.1LG04	5801109	5803075	4.93374
Cp4.1LG04	5801109	5803075	4.02365
Cp4.1LG04	5809046	5809439	3.76973
Cp4.1LG04	5811284	5812670	3.63644
Cp4.1LG04	5819045	5819947	6.43782
Cp4.1LG04	5821053	5821745	7.20091
Cp4.1LG04	5822099	5823122	3.73226
Cp4.1LG04	5849400	5850099	4.17911
Cp4.1LG04	5850730	5851530	5.86162
Cp4.1LG04	5861005	5861617	5.03010
Cp4.1LG04	5861005	5861617	4.39656
Cp4.1LG04	5864757	5865193	5.49645
Cp4.1LG04	5868233	5868536	3.38617
Cp4.1LG04	5870432	5871711	3.60988
Cp4.1LG04	5872328	5872780	3.72804
Cp4.1LG04	5876129	5876913	9.35190
Cp4.1LG04	5876129	5876913	4.83756
Cp4.1LG04	5884868	5885480	4.52519
Cp4.1LG04	5892280	5892536	3.81699
Cp4.1LG04	5892280	5892536	3.90035
Cp4.1LG04	5892280	5892536	3.82420
Cp4.1LG04	5892540	5892863	5.61644
Cp4.1LG04	5895091	5895555	3.54369
Cp4.1LG04	5895689	5896194	10.06205
Cp4.1LG04	5895689	5896194	9.92069
Cp4.1LG04	5895689	5896194	11.07186
Cp4.1LG04	5895689	5896194	11.36331
Cp4.1LG04	5895689	5896194	10.09534
Cp4.1LG04	5895689	5896194	3.06405
Cp4.1LG04	5899846	5901038	3.37404
Cp4.1LG04	5899846	5901038	3.07573
Cp4.1LG04	5903331	5904076	4.44967
Cp4.1LG04	5904150	5904841	3.90286
Cp4.1LG04	5904150	5904841	3.35156
Cp4.1LG04	5904150	5904841	3.19272
Cp4.1LG04	5904848	5905097	4.05627
Cp4.1LG04	5906311	5906715	3.96629
Cp4.1LG04	5906311	5906715	3.90451
Cp4.1LG04	5906311	5906715	3.84917
Cp4.1LG04	5907974	5908750	7.04980
Cp4.1LG04	5907974	5908750	7.22091
Cp4.1LG04	5907974	5908750	3.85991
Cp4.1LG04	5908893	5909134	3.51409
Cp4.1LG04	5909196	5909995	5.29983
Cp4.1LG04	5909196	5909995	4.14990
Cp4.1LG04	5920449	5920967	3.61512
Cp4.1LG04	5920990	5921672	3.74441
Cp4.1LG04	5929286	5929507	3.14032
Cp4.1LG04	5930483	5930708	3.54231
Cp4.1LG04	5930483	5930708	3.52324
Cp4.1LG04	5936532	5936842	6.28446
Cp4.1LG04	5949562	5950039	6.98475
Cp4.1LG04	5951049	5951463	6.53125
Cp4.1LG04	5951049	5951463	4.39972
Cp4.1LG04	5951829	5953687	3.32246
Cp4.1LG04	5957841	5958072	4.19021
Cp4.1LG04	5962982	5963678	3.94336
Cp4.1LG04	5965389	5967645	4.07081
Cp4.1LG04	5971490	5972544	5.91442
Cp4.1LG04	5981959	5982549	4.37941
Cp4.1LG04	5988390	5989028	4.82176
Cp4.1LG04	5996026	5999172	4.81111
Cp4.1LG04	6001445	6003392	4.82915
Cp4.1LG04	6004205	6004975	4.20643
Cp4.1LG04	6005264	6005519	4.16217
Cp4.1LG04	6007479	6007933	3.07083
Cp4.1LG04	6007933	6008236	3.57836
Cp4.1LG04	6020388	6020795	3.05351
Cp4.1LG04	6044120	6044542	6.55962
Cp4.1LG04	6046437	6047221	3.32765
Cp4.1LG04	6047684	6048324	7.58413
Cp4.1LG04	6048762	6049399	5.00760
Cp4.1LG04	6049399	6049965	4.01249
Cp4.1LG04	6052269	6055273	6.21982
Cp4.1LG04	6060495	6061079	3.23400
Cp4.1LG04	6062619	6062949	3.84660
Cp4.1LG04	6066837	6067443	4.92146
Cp4.1LG04	6066837	6067443	4.86800
Cp4.1LG04	6066837	6067443	4.91288
Cp4.1LG04	6067928	6068191	3.15584
Cp4.1LG04	6068207	6068749	3.08459
Cp4.1LG04	6069132	6069606	5.60338
Cp4.1LG04	6069132	6069606	5.99106
Cp4.1LG04	6069132	6069606	3.16022
Cp4.1LG04	6070025	6070474	4.95548
Cp4.1LG04	6073573	6074799	4.78164
Cp4.1LG04	6075452	6076059	4.66871
Cp4.1LG04	6076885	6077323	12.27755
Cp4.1LG04	6078358	6079265	4.39142
Cp4.1LG04	6081737	6082314	4.31754
Cp4.1LG04	6086145	6087304	3.37952
Cp4.1LG04	6092402	6093938	6.72692
Cp4.1LG04	6092402	6093938	4.02107
Cp4.1LG04	6092402	6093938	4.05289
Cp4.1LG04	6095308	6096126	5.74160
Cp4.1LG04	6097947	6098316	4.19782
Cp4.1LG04	6101317	6101749	6.58249
Cp4.1LG04	6101317	6101749	3.93635
Cp4.1LG04	6109484	6109703	3.01368
Cp4.1LG04	6112643	6113446	7.34645
Cp4.1LG04	6113825	6114139	4.36730
Cp4.1LG04	6113825	6114139	3.50299
Cp4.1LG04	6123041	6123225	3.04969
Cp4.1LG04	6123519	6123791	3.54591
Cp4.1LG04	6123910	6124136	3.14114
Cp4.1LG04	6123910	6124136	3.23935
Cp4.1LG04	6130299	6131540	5.19925
Cp4.1LG04	6130299	6131540	5.00162
Cp4.1LG04	6132925	6135110	5.17662
Cp4.1LG04	6132925	6135110	8.40375
Cp4.1LG04	6132925	6135110	3.41013
Cp4.1LG04	6139304	6139636	4.70199
Cp4.1LG04	6143929	6144628	4.93084
Cp4.1LG04	6143929	6144628	7.90330
Cp4.1LG04	6144785	6145033	5.26548
Cp4.1LG04	6145443	6146634	3.23057
Cp4.1LG04	6147951	6148124	3.28556
Cp4.1LG04	6147951	6148124	3.18398
Cp4.1LG04	6148854	6149175	4.21289
Cp4.1LG04	6148854	6149175	4.03119
Cp4.1LG04	6160871	6162094	4.69243
Cp4.1LG04	6160871	6162094	3.47135
Cp4.1LG04	6160871	6162094	7.11641
Cp4.1LG04	6162298	6162802	5.06877
Cp4.1LG04	6163412	6163634	3.00038
Cp4.1LG04	6164031	6164313	3.05008
Cp4.1LG04	6166301	6166601	3.61463
Cp4.1LG04	6167200	6167535	5.59013
Cp4.1LG04	6168934	6169331	4.94401
Cp4.1LG04	6171233	6171609	4.26443
Cp4.1LG04	6172529	6172673	3.02995
Cp4.1LG04	6173922	6174784	5.41846
Cp4.1LG04	6177510	6177730	4.20418
Cp4.1LG04	6177510	6177730	4.28562
Cp4.1LG04	6191365	6191812	3.41024
Cp4.1LG04	6192227	6193068	3.69938
Cp4.1LG04	6192227	6193068	3.64425
Cp4.1LG04	6192227	6193068	3.12669
Cp4.1LG04	6193933	6194889	5.16177
Cp4.1LG04	6196097	6197151	9.16171
Cp4.1LG04	6196097	6197151	4.50345
Cp4.1LG04	6196097	6197151	5.92889
Cp4.1LG04	6197194	6197472	5.30573
Cp4.1LG04	6197472	6197969	3.05434
Cp4.1LG04	6197472	6197969	3.39059
Cp4.1LG04	6199553	6200477	3.80423
Cp4.1LG04	6200541	6200986	4.74732
Cp4.1LG04	6200541	6200986	5.91778
Cp4.1LG04	6201757	6201943	3.05400
Cp4.1LG04	6202457	6202837	3.12764
Cp4.1LG04	6204334	6205126	6.22295
Cp4.1LG04	6211627	6212152	9.29512
Cp4.1LG04	6211627	6212152	9.46373
Cp4.1LG04	6212284	6213742	3.12651
Cp4.1LG04	6212284	6213742	4.23396
Cp4.1LG04	6212284	6213742	4.89038
Cp4.1LG04	6212284	6213742	8.53229
Cp4.1LG04	6214428	6214777	5.46009
Cp4.1LG04	6214428	6214777	5.36358
Cp4.1LG04	6214428	6214777	4.98631
Cp4.1LG04	6215427	6215764	5.20071
Cp4.1LG04	6216984	6217611	4.61947
Cp4.1LG04	6225598	6232697	3.05574
Cp4.1LG04	6232697	6236679	11.24164
Cp4.1LG04	6237401	6238448	5.94716
Cp4.1LG04	6237401	6238448	11.90840
Cp4.1LG04	6238894	6239286	3.93410
Cp4.1LG04	6239667	6240221	3.11558
Cp4.1LG04	6241415	6250716	3.71987
Cp4.1LG04	6254353	6255216	4.91988
Cp4.1LG04	6256131	6256348	4.55174
Cp4.1LG04	6256131	6256348	3.50393
Cp4.1LG04	6260751	6260994	9.52126
Cp4.1LG04	6261304	6262018	4.54559
Cp4.1LG04	6262127	6262461	3.05045
Cp4.1LG04	6263522	6264439	4.83489
Cp4.1LG04	6265898	6266424	3.01981
Cp4.1LG04	6279592	6285300	6.95583
Cp4.1LG04	6319755	6324015	5.95562
Cp4.1LG04	6331507	6333963	3.66929
Cp4.1LG04	6340914	6341968	3.55382
Cp4.1LG04	6380879	6381162	3.17097
Cp4.1LG04	6380879	6381162	4.77607
Cp4.1LG04	6380879	6381162	3.24659
Cp4.1LG04	6382596	6383376	6.01229
Cp4.1LG04	6390982	6391138	3.24767
Cp4.1LG04	6390982	6391138	3.01998
Cp4.1LG04	6394777	6394925	3.34043
Cp4.1LG04	6395060	6395646	4.08671
Cp4.1LG04	6397382	6397564	4.25083
Cp4.1LG04	6400590	6401176	5.53126
Cp4.1LG04	6405165	6405558	3.82589
Cp4.1LG04	6405558	6405866	3.76009
Cp4.1LG04	6411940	6412106	4.59194
Cp4.1LG04	6413451	6413948	3.45171
Cp4.1LG04	6418010	6418335	10.36726
Cp4.1LG04	6421506	6421784	5.91387
Cp4.1LG04	6421506	6421784	7.59858
Cp4.1LG04	6423541	6423946	10.41349
Cp4.1LG04	6427139	6427758	4.11986
Cp4.1LG04	6430110	6430712	4.78961
Cp4.1LG04	6430110	6430712	7.73130
Cp4.1LG04	6430110	6430712	8.09349
Cp4.1LG04	6431913	6432246	3.97190
Cp4.1LG04	6435265	6435497	3.11901
Cp4.1LG04	6437160	6437366	3.29377
Cp4.1LG04	6437416	6437683	8.86840
Cp4.1LG04	6442771	6443062	4.04337
Cp4.1LG04	6443355	6443610	3.49221
Cp4.1LG04	6445864	6446278	4.32930
Cp4.1LG04	6446670	6446816	4.01530
Cp4.1LG04	6447763	6448359	3.49528
Cp4.1LG04	6454505	6454705	3.38708
Cp4.1LG04	6456761	6457105	3.07253
Cp4.1LG04	6473808	6474540	4.69012
Cp4.1LG04	6474815	6475155	3.29038
Cp4.1LG04	6474815	6475155	3.76005
Cp4.1LG04	6476049	6476517	4.04640
Cp4.1LG04	6481910	6482370	5.19952
Cp4.1LG04	6481910	6482370	5.56836
Cp4.1LG04	6481910	6482370	3.07970
Cp4.1LG04	6490057	6490499	3.78342
Cp4.1LG04	6492831	6493694	3.47441
Cp4.1LG04	6492831	6493694	3.09422
Cp4.1LG04	6495589	6495817	4.75389
Cp4.1LG04	6498993	6500091	4.18047
Cp4.1LG04	6510755	6511166	3.68965
Cp4.1LG04	6531960	6532182	5.53903
Cp4.1LG04	6540394	6540997	6.02983
Cp4.1LG04	6540997	6541506	3.44404
Cp4.1LG04	6542621	6542926	8.03498
Cp4.1LG04	6546593	6547099	3.84895
Cp4.1LG04	6556019	6556274	5.90496
Cp4.1LG04	6560738	6561005	5.32128
Cp4.1LG04	6640283	6641807	4.49782
Cp4.1LG04	6644912	6645599	4.51694
Cp4.1LG04	6645776	6646551	3.06597
Cp4.1LG04	6650796	6651211	5.53561
Cp4.1LG04	6656070	6656480	3.57699
Cp4.1LG04	6656070	6656480	5.14243
Cp4.1LG04	6656070	6656480	5.42954
Cp4.1LG04	6659385	6659811	3.31023
Cp4.1LG04	6662265	6663260	6.07809
Cp4.1LG04	6662265	6663260	3.98744
Cp4.1LG04	6663410	6664688	4.10013
Cp4.1LG04	6665079	6665676	6.91513
Cp4.1LG04	6667967	6668457	3.13150
Cp4.1LG04	6668856	6669169	6.07141
Cp4.1LG04	6668856	6669169	5.32052
Cp4.1LG04	6671223	6671482	3.75739
Cp4.1LG04	6671482	6671797	4.71408
Cp4.1LG04	6672403	6673052	4.35058
Cp4.1LG04	6672403	6673052	4.25419
Cp4.1LG04	6672403	6673052	4.28296
Cp4.1LG04	6672403	6673052	4.27740
Cp4.1LG04	6679039	6679470	3.24228
Cp4.1LG04	6686750	6687263	4.08078
Cp4.1LG04	6687263	6687795	6.75496
Cp4.1LG04	6697307	6697651	3.70125
Cp4.1LG04	6697307	6697651	3.79208
Cp4.1LG04	6699276	6699505	3.86454
Cp4.1LG04	6700038	6700663	6.64858
Cp4.1LG04	6700746	6701477	10.17134
Cp4.1LG04	6702235	6702498	3.45865
Cp4.1LG04	6706001	6706297	5.78589
Cp4.1LG04	6708779	6709178	4.80141
Cp4.1LG04	6709282	6709914	3.80773
Cp4.1LG04	6709282	6709914	7.11540
Cp4.1LG04	6709282	6709914	5.33244
Cp4.1LG04	6714045	6714292	3.16961
Cp4.1LG04	6715899	6716268	4.46181
Cp4.1LG04	6720682	6720991	3.36902
Cp4.1LG04	6727163	6727523	3.71954
Cp4.1LG04	6728119	6728446	3.10004
Cp4.1LG04	6730400	6731095	5.67841
Cp4.1LG04	6731348	6733704	6.87198
Cp4.1LG04	6733969	6734308	3.07585
Cp4.1LG04	6735985	6736461	5.61191
Cp4.1LG04	6739719	6740223	3.86376
Cp4.1LG04	6740271	6741011	8.18316
Cp4.1LG04	6742484	6743167	3.22890
Cp4.1LG04	6742484	6743167	3.57652
Cp4.1LG04	6747335	6748041	4.00323
Cp4.1LG04	6748341	6749653	3.69921
Cp4.1LG04	6750360	6750785	3.72254
Cp4.1LG04	6753444	6753694	3.30885
Cp4.1LG04	6754455	6754679	3.10256
Cp4.1LG04	6757290	6757474	3.16444
Cp4.1LG04	6757901	6758848	5.89053
Cp4.1LG04	6759202	6759622	4.28591
Cp4.1LG04	6760258	6760963	6.38986
Cp4.1LG04	6760258	6760963	5.78058
Cp4.1LG04	6764350	6765116	3.44142
Cp4.1LG04	6765116	6765692	8.53285
Cp4.1LG04	6766784	6767423	8.14010
Cp4.1LG04	6768482	6768731	3.71044
Cp4.1LG04	6772807	6772863	5.05164
Cp4.1LG04	6776862	6777480	3.08741
Cp4.1LG04	6777663	6777973	4.82959
Cp4.1LG04	6777663	6777973	3.85072
Cp4.1LG04	6777663	6777973	3.83723
Cp4.1LG04	6778435	6778765	5.52659
Cp4.1LG04	6780619	6781743	4.97661
Cp4.1LG04	6780619	6781743	3.86903
Cp4.1LG04	6780619	6781743	4.49572
Cp4.1LG04	6780619	6781743	4.31104
Cp4.1LG04	6780619	6781743	3.54613
Cp4.1LG04	6781960	6782800	4.25880
Cp4.1LG04	6784444	6785433	3.36398
Cp4.1LG04	6784444	6785433	4.02278
Cp4.1LG04	6785833	6786604	4.72959
Cp4.1LG04	6789019	6790254	3.34829
Cp4.1LG04	6789019	6790254	3.71427
Cp4.1LG04	6789019	6790254	3.63934
Cp4.1LG04	6789019	6790254	6.46298
Cp4.1LG04	6792289	6792879	3.09128
Cp4.1LG04	6792879	6793426	8.68003
Cp4.1LG04	6794683	6796059	5.21159
Cp4.1LG04	6798356	6798679	4.85516
Cp4.1LG04	6798356	6798679	5.83635
Cp4.1LG04	6799120	6799353	4.21074
Cp4.1LG04	6809419	6810812	3.98317
Cp4.1LG04	6811066	6811418	3.09783
Cp4.1LG04	6811841	6812936	8.21751
Cp4.1LG04	6814592	6815270	6.23295
Cp4.1LG04	6818289	6818821	3.17048
Cp4.1LG04	6818869	6819255	7.56194
Cp4.1LG04	6822572	6823163	5.48457
Cp4.1LG04	6826860	6827293	10.49431
Cp4.1LG04	6889215	6889417	4.01926
Cp4.1LG04	6889215	6889417	4.55912
Cp4.1LG04	6902781	6903089	4.24571
Cp4.1LG04	6909331	6909428	4.18122
Cp4.1LG04	6909854	6910467	5.14187
Cp4.1LG04	6918299	6918517	9.47411
Cp4.1LG04	6919402	6919681	3.87444
Cp4.1LG04	7001617	7002119	11.12245
Cp4.1LG04	7039723	7039791	3.86647
Cp4.1LG04	7083234	7083308	4.89238
Cp4.1LG04	7094223	7094276	4.85338
Cp4.1LG04	7095708	7095737	5.33467
Cp4.1LG04	7117603	7118925	3.79675
Cp4.1LG04	7281980	7282122	3.21956
Cp4.1LG04	7312911	7313019	3.24494
Cp4.1LG04	7329269	7329391	6.91812
Cp4.1LG04	7373786	7374259	18.88990
Cp4.1LG04	7383729	7383806	4.08737
Cp4.1LG04	7383729	7383806	4.48170
Cp4.1LG04	7394651	7395152	10.13633
Cp4.1LG04	7395282	7395473	3.56665
Cp4.1LG04	7396903	7397163	3.84714
Cp4.1LG04	7397213	7399587	3.06849
Cp4.1LG04	7399640	7400097	3.63785
Cp4.1LG04	7402292	7402542	3.50440
Cp4.1LG04	7405308	7405961	5.61757
Cp4.1LG04	7410533	7410866	8.86559
Cp4.1LG04	7410866	7411160	3.16678
Cp4.1LG04	7514556	7517891	6.58639
Cp4.1LG04	7644484	7658173	48.75698
Cp4.1LG04	7683959	7684760	3.05248
Cp4.1LG04	7696519	7697722	4.56835
Cp4.1LG04	7705349	7705691	3.10807
Cp4.1LG04	7705349	7705691	3.51854
Cp4.1LG04	7705349	7705691	3.61371
Cp4.1LG04	7737206	7737556	3.80133
Cp4.1LG04	7888403	7891633	3.10921
Cp4.1LG04	7922882	7947528	4.06744
Cp4.1LG04	7947894	7955189	5.31801
Cp4.1LG04	8097081	8097279	3.53847
Cp4.1LG04	8108478	8108714	3.42482
Cp4.1LG04	8108478	8108714	3.28031
Cp4.1LG04	8169528	8169848	14.77210
Cp4.1LG04	8169894	8170005	3.83560
Cp4.1LG04	8172381	8173381	4.38294
Cp4.1LG04	8364793	8365854	4.63287
Cp4.1LG04	8452672	8454261	3.93691
Cp4.1LG04	8471963	8472237	3.52912
Cp4.1LG04	8486671	8486706	3.33367
Cp4.1LG04	8486706	8486772	3.26072
Cp4.1LG04	8640328	8640600	3.07441
Cp4.1LG04	8646087	8646504	5.63064
Cp4.1LG04	8646087	8646504	3.04959
Cp4.1LG04	8650138	8650960	3.19530
Cp4.1LG04	8651181	8651477	3.31007
Cp4.1LG04	8655139	8656921	3.32825
Cp4.1LG04	8670593	8672250	4.47682
Cp4.1LG04	8712622	8713618	4.74708
Cp4.1LG04	8773391	8773775	3.14539
Cp4.1LG04	8776464	8776761	5.53529
Cp4.1LG04	8788327	8788938	3.12132
Cp4.1LG04	8792595	8793128	5.83721
Cp4.1LG04	8986472	8986644	3.48877
Cp4.1LG04	8989223	8989493	3.20669
Cp4.1LG04	8993468	8993826	3.76405
Cp4.1LG04	9004782	9006876	3.13768
Cp4.1LG04	9153444	9154456	3.28100
Cp4.1LG04	9200937	9201631	5.25696
Cp4.1LG04	9374415	9374670	4.05458
Cp4.1LG04	9400701	9400852	3.44101
Cp4.1LG04	9440971	9441507	6.36375
Cp4.1LG04	9544613	9550822	3.05932
Cp4.1LG04	9711325	9712338	4.46999
Cp4.1LG04	9711325	9712338	7.09424
Cp4.1LG04	9722601	9722995	4.98683
Cp4.1LG04	9795740	9797056	3.38746
Cp4.1LG04	9902585	9907894	6.88928
Cp4.1LG04	9902585	9907894	3.67366
Cp4.1LG04	9907939	9908020	3.34385
Cp4.1LG04	9908020	9908085	3.38636
Cp4.1LG04	9908284	9908480	3.47060
Cp4.1LG04	9908284	9908480	3.13560
Cp4.1LG04	9908284	9908480	3.57813
Cp4.1LG04	9908480	9908770	10.62425
Cp4.1LG04	9909287	9909978	6.07044
Cp4.1LG04	9963636	9963832	3.62700
Cp4.1LG04	10343260	10343674	3.37034
Cp4.1LG04	10562086	10562376	4.85918
Cp4.1LG04	10665985	10669139	8.12932
Cp4.1LG04	10689018	10690359	4.49414
Cp4.1LG04	10693338	10695689	4.48310
Cp4.1LG04	10702430	10702659	3.38460
Cp4.1LG04	10702430	10702659	3.55829
Cp4.1LG04	10743909	10750075	3.47740
Cp4.1LG04	10769437	10769970	3.76897
Cp4.1LG04	10852511	10852962	3.65802
Cp4.1LG04	10899846	10900103	3.67015
Cp4.1LG04	10904005	10904550	3.78912
Cp4.1LG04	10977508	10985330	4.15188
Cp4.1LG04	11083117	11083200	3.34787
Cp4.1LG04	11147285	11147598	4.47369
Cp4.1LG04	11180473	11183925	3.02610
Cp4.1LG04	11201554	11201691	3.18749
Cp4.1LG04	11204758	11205065	3.01460
Cp4.1LG04	11225101	11225760	3.21398
Cp4.1LG04	11327684	11328025	4.44599
Cp4.1LG04	11328164	11328603	3.64317
Cp4.1LG04	11328164	11328603	3.59177
Cp4.1LG04	11328164	11328603	3.35544
Cp4.1LG04	11328164	11328603	3.44405
Cp4.1LG04	11328164	11328603	3.51275
Cp4.1LG04	11328164	11328603	3.33837
Cp4.1LG04	11328164	11328603	9.16278
Cp4.1LG04	11337707	11337991	5.59967
Cp4.1LG04	11358072	11359195	5.82640
Cp4.1LG04	11433655	11434179	3.07175
Cp4.1LG04	11759114	11760481	3.03586
Cp4.1LG04	11759114	11760481	5.04203
Cp4.1LG04	11834171	11834365	3.43014
Cp4.1LG04	11839564	11839777	3.44388
Cp4.1LG04	11944977	11945404	3.88041
Cp4.1LG04	11984626	11985269	3.70292
Cp4.1LG04	12110040	12116195	5.28608
Cp4.1LG04	12253195	12253418	3.27963
Cp4.1LG04	12255036	12255199	3.68661
Cp4.1LG04	12255036	12255199	3.88058
Cp4.1LG04	12255036	12255199	3.88698
Cp4.1LG04	12255036	12255199	3.88980
Cp4.1LG04	12256750	12256968	3.12834
Cp4.1LG04	12394553	12395294	3.84584
Cp4.1LG06	33157	34023	3.14523
Cp4.1LG06	93484	93761	3.19590
Cp4.1LG06	254610	254868	3.08274
Cp4.1LG06	269093	269327	3.45646
Cp4.1LG06	290055	290658	3.12649
Cp4.1LG06	492396	492605	3.06183
Cp4.1LG06	520627	521057	3.97129
Cp4.1LG06	600197	600441	3.23200
Cp4.1LG06	660222	660422	3.28927
Cp4.1LG06	660222	660422	4.77413
Cp4.1LG06	660892	661127	3.61988
Cp4.1LG06	662373	662862	6.92393
Cp4.1LG06	682096	682890	3.51197
Cp4.1LG06	683103	683640	9.60085
Cp4.1LG06	716193	716550	3.06999
Cp4.1LG06	718181	721312	15.21136
Cp4.1LG06	1000199	1013871	4.07259
Cp4.1LG06	1029641	1029865	3.95639
Cp4.1LG06	1117175	1117356	3.37846
Cp4.1LG06	1217170	1217323	3.11012
Cp4.1LG06	1226195	1226586	5.43468
Cp4.1LG06	1226195	1226586	7.19131
Cp4.1LG06	1226195	1226586	3.31126
Cp4.1LG06	1226626	1227046	5.30161
Cp4.1LG06	1234340	1234796	3.87277
Cp4.1LG06	1237133	1237556	3.30423
Cp4.1LG06	1241698	1241962	4.48811
Cp4.1LG06	1241698	1241962	4.42171
Cp4.1LG06	1241698	1241962	3.55895
Cp4.1LG06	1247665	1248168	5.68104
Cp4.1LG06	1262295	1262529	4.26274
Cp4.1LG06	1263634	1264039	3.27398
Cp4.1LG06	1269465	1269722	3.45721
Cp4.1LG06	1271104	1271404	4.37049
Cp4.1LG06	1280672	1281774	9.81005
Cp4.1LG06	1288342	1288635	4.12856
Cp4.1LG06	1309312	1310367	3.33910
Cp4.1LG06	1334624	1335413	3.44135
Cp4.1LG06	1349309	1349609	3.82335
Cp4.1LG06	1350333	1350599	3.19387
Cp4.1LG06	1360242	1360821	3.76923
Cp4.1LG06	1375127	1375557	3.86821
Cp4.1LG06	1412939	1413231	3.68289
Cp4.1LG06	1424913	1425458	4.54128
Cp4.1LG06	1424913	1425458	11.13907
Cp4.1LG06	1453328	1454334	5.77901
Cp4.1LG06	1546049	1546306	3.09013
Cp4.1LG06	1570373	1570646	3.22253
Cp4.1LG06	1571476	1571717	3.58893
Cp4.1LG06	1572807	1573099	3.20461
Cp4.1LG06	1594296	1594731	3.22070
Cp4.1LG06	1595898	1596206	3.89442
Cp4.1LG06	1619121	1619683	3.96198
Cp4.1LG06	1624620	1626477	3.69942
Cp4.1LG06	1685220	1685391	3.28855
Cp4.1LG06	1727359	1727832	3.89325
Cp4.1LG06	1739625	1739730	4.36885
Cp4.1LG06	1739831	1741222	3.02477
Cp4.1LG06	1739831	1741222	5.34647
Cp4.1LG06	1739831	1741222	4.45579
Cp4.1LG06	1838320	1838641	4.17348
Cp4.1LG06	1852432	1852986	3.61700
Cp4.1LG06	1855359	1855801	3.49077
Cp4.1LG06	1865665	1867049	3.44015
Cp4.1LG06	1880562	1880897	6.64607
Cp4.1LG06	1917202	1918201	4.15191
Cp4.1LG06	1917202	1918201	4.29954
Cp4.1LG06	2021622	2022038	3.42836
Cp4.1LG06	2046240	2046596	3.57332
Cp4.1LG06	2126145	2126427	5.08855
Cp4.1LG06	2133689	2133706	3.83236
Cp4.1LG06	2143113	2143661	7.07675
Cp4.1LG06	2143113	2143661	4.75681
Cp4.1LG06	2143113	2143661	5.08031
Cp4.1LG06	2143113	2143661	4.65423
Cp4.1LG06	2144121	2144434	5.57823
Cp4.1LG06	2144121	2144434	5.39379
Cp4.1LG06	2144121	2144434	6.07155
Cp4.1LG06	2186486	2186731	4.52877
Cp4.1LG06	2264907	2265864	3.39200
Cp4.1LG06	2497428	2498947	3.16415
Cp4.1LG06	2559115	2559690	3.17147
Cp4.1LG06	2560145	2560379	6.06985
Cp4.1LG06	2560145	2560379	3.94083
Cp4.1LG06	2568903	2569250	3.48657
Cp4.1LG06	2600592	2600844	3.49875
Cp4.1LG06	2693147	2693264	3.10261
Cp4.1LG06	2818819	2819171	3.19513
Cp4.1LG06	2857513	2857732	3.40681
Cp4.1LG06	3038668	3038765	3.14701
Cp4.1LG06	3052725	3052979	4.29924
Cp4.1LG06	3059227	3059543	3.70436
Cp4.1LG06	3085172	3087041	3.68850
Cp4.1LG06	3199499	3200140	3.53633
Cp4.1LG06	3392861	3405228	7.51414
Cp4.1LG06	3599579	3599771	3.58411
Cp4.1LG06	3627181	3638890	8.60913
Cp4.1LG06	3627181	3638890	8.76995
Cp4.1LG06	3826438	3852439	3.19098
Cp4.1LG06	3957433	3958830	4.32344
Cp4.1LG06	4008505	4009708	4.04412
Cp4.1LG06	4154448	4162815	5.40417
Cp4.1LG06	4178613	4179808	3.91720
Cp4.1LG06	4196620	4196818	4.21336
Cp4.1LG06	4196620	4196818	4.17846
Cp4.1LG06	4237437	4237759	3.35714
Cp4.1LG06	4268430	4269809	3.53973
Cp4.1LG06	4327862	4328152	4.98118
Cp4.1LG06	4337183	4337328	3.04254
Cp4.1LG06	4390194	4390444	5.57962
Cp4.1LG06	4391520	4391869	3.21699
Cp4.1LG06	4391520	4391869	3.28729
