# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_CODON_CHANGE_PLUS_CODON_DELETION	variants_effect_CODON_CHANGE_PLUS_CODON_INSERTION	variants_effect_CODON_DELETION	variants_effect_CODON_INSERTION	variants_effect_DOWNSTREAM	variants_effect_FRAME_SHIFT	variants_effect_INTRON	variants_effect_NON_SYNONYMOUS_CODING	variants_effect_NON_SYNONYMOUS_START	variants_effect_SPLICE_SITE_ACCEPTOR	variants_effect_SPLICE_SITE_DONOR	variants_effect_START_GAINED	variants_effect_START_LOST	variants_effect_STOP_GAINED	variants_effect_STOP_LOST	variants_effect_SYNONYMOUS_CODING	variants_effect_SYNONYMOUS_STOP	variants_effect_TRANSCRIPT	variants_effect_UPSTREAM	variants_effect_UTR_3_PRIME	variants_effect_UTR_5_PRIME
CmoCh11G009110.1	null.18229	CmoCh11G009110.1	protein_coding	0	0	0	14	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0
CmoCh11G009120.1	null.18230	CmoCh11G009120.1	protein_coding	0	0	0	25	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	12	1	0
CmoCh11G009130.1	null.18231	CmoCh11G009130.1	protein_coding	0	0	0	13	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh11G009140.1	null.18232	CmoCh11G009140.1	protein_coding	0	0	1	16	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	10	0	0
CmoCh11G009150.1	null.18233	CmoCh11G009150.1	protein_coding	0	0	1	5	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G009160.1	null.18234	CmoCh11G009160.1	protein_coding	0	0	0	10	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	2	0
CmoCh11G009170.1	null.18235	CmoCh11G009170.1	protein_coding	0	0	0	14	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh11G009180.1	null.18236	CmoCh11G009180.1	protein_coding	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh11G009190.1	null.18237	CmoCh11G009190.1	protein_coding	0	0	0	19	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	11	0	0
CmoCh11G009200.1	null.18238	CmoCh11G009200.1	protein_coding	0	1	1	25	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	1	0	0	10	0	0
CmoCh11G009210.1	null.18239	CmoCh11G009210.1	protein_coding	0	0	0	18	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0
CmoCh11G009220.1	null.18240	CmoCh11G009220.1	protein_coding	0	0	0	15	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
CmoCh11G009230.1	null.18241	CmoCh11G009230.1	protein_coding	0	0	1	9	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	4	2	0
CmoCh11G009240.1	null.18242	CmoCh11G009240.1	protein_coding	0	0	1	22	0	0	0	0	9	0	2	1	0	0	0	0	0	0	0	0	0	0	11	0	0
CmoCh11G009250.1	null.18243	CmoCh11G009250.1	protein_coding	0	0	0	30	0	0	0	0	8	0	13	0	0	0	0	0	0	0	0	0	0	0	9	0	0
CmoCh11G009260.1	null.18244	CmoCh11G009260.1	protein_coding	0	4	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	3	0	0
CmoCh11G009270.1	null.18245	CmoCh11G009270.1	protein_coding	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G009280.1	null.18246	CmoCh11G009280.1	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
CmoCh11G009290.1	null.18247	CmoCh11G009290.1	protein_coding	0	0	1	3	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G009300.1	null.18248	CmoCh11G009300.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G009310.1	null.18249	CmoCh11G009310.1	protein_coding	0	1	0	9	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	7	0	0
CmoCh11G009320.1	null.18250	CmoCh11G009320.1	protein_coding	0	0	1	15	0	0	0	0	5	0	4	1	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh11G009330.1	null.18251	CmoCh11G009330.1	protein_coding	0	0	2	9	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh11G009340.1	null.18252	CmoCh11G009340.1	protein_coding	0	0	1	7	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G009350.1	null.18253	CmoCh11G009350.1	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G009360.1	null.18254	CmoCh11G009360.1	protein_coding	0	0	0	7	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	1	0
CmoCh11G009370.1	null.18255	CmoCh11G009370.1	protein_coding	0	0	1	8	0	0	0	0	4	0	2	1	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G009380.1	null.18256	CmoCh11G009380.1	protein_coding	0	0	0	10	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G009390.1	null.18257	CmoCh11G009390.1	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh11G009400.1	null.18258	CmoCh11G009400.1	protein_coding	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G009410.1	null.18259	CmoCh11G009410.1	protein_coding	0	0	0	11	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G009420.1	null.18260	CmoCh11G009420.1	protein_coding	0	0	0	17	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	9	1	0
CmoCh11G009430.1	null.18261	CmoCh11G009430.1	protein_coding	0	0	1	17	0	0	0	0	8	0	8	1	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G009440.1	null.18262	CmoCh11G009440.1	protein_coding	0	0	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0
CmoCh11G009450.1	null.18263	CmoCh11G009450.1	protein_coding	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
CmoCh11G009460.1	null.18264	CmoCh11G009460.1	protein_coding	0	0	0	7	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G009490.1	null.18267	CmoCh11G009490.1	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G009500.1	null.18268	CmoCh11G009500.1	protein_coding	0	1	0	13	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CmoCh11G009510.1	null.18269	CmoCh11G009510.1	protein_coding	0	0	0	16	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	1
CmoCh11G009520.1	null.18270	CmoCh11G009520.1	protein_coding	0	2	1	29	0	0	0	0	14	0	8	1	0	0	0	0	0	0	0	2	0	0	7	0	0
CmoCh11G009530.1	null.18271	CmoCh11G009530.1	protein_coding	0	1	0	26	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	0
CmoCh11G009540.1	null.18272	CmoCh11G009540.1	protein_coding	0	1	1	18	0	0	0	0	3	0	10	1	0	0	0	0	0	0	0	1	0	0	5	0	0
CmoCh11G009550.1	null.18273	CmoCh11G009550.1	protein_coding	0	0	0	29	0	0	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	0	6	7	0
CmoCh11G009560.1	null.18274	CmoCh11G009560.1	protein_coding	0	0	0	10	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G009570.1	null.18275	CmoCh11G009570.1	protein_coding	0	0	1	34	0	0	0	0	26	0	5	1	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G009580.1	null.18276	CmoCh11G009580.1	protein_coding	0	1	0	36	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0
CmoCh11G009590.1	null.18277	CmoCh11G009590.1	protein_coding	0	1	3	37	0	0	0	0	7	0	21	3	0	0	0	0	0	0	0	1	0	0	7	2	0
CmoCh11G009600.1	null.18278	CmoCh11G009600.1	protein_coding	0	1	1	17	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	1	0	0	12	0	0
CmoCh11G009610.1	null.18279	CmoCh11G009610.1	protein_coding	0	1	1	11	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	8	0	0
CmoCh11G009620.1	null.18280	CmoCh11G009620.1	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G009630.1	null.18281	CmoCh11G009630.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G009650.1	null.18283	CmoCh11G009650.1	protein_coding	0	0	0	13	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G009660.1	null.18284	CmoCh11G009660.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
CmoCh11G009670.1	null.18285	CmoCh11G009670.1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G009680.1	null.18286	CmoCh11G009680.1	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G009690.1	null.18287	CmoCh11G009690.1	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G009700.1	null.18288	CmoCh11G009700.1	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G009710.1	null.18289	CmoCh11G009710.1	protein_coding	0	2	0	5	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	1	0	0
CmoCh11G009720.1	null.18290	CmoCh11G009720.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G009730.1	null.18291	CmoCh11G009730.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G009840.1	null.18302	CmoCh11G009840.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh11G009850.1	null.18303	CmoCh11G009850.1	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh11G009860.1	null.18304	CmoCh11G009860.1	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1
CmoCh11G009870.1	null.18305	CmoCh11G009870.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G009880.1	null.18306	CmoCh11G009880.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G009900.1	null.18308	CmoCh11G009900.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G009910.1	null.18309	CmoCh11G009910.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G009920.1	null.18310	CmoCh11G009920.1	protein_coding	0	0	1	10	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh11G009930.1	null.18311	CmoCh11G009930.1	protein_coding	0	1	0	16	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
CmoCh11G009940.1	null.18312	CmoCh11G009940.1	protein_coding	0	1	0	5	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CmoCh11G009950.1	null.18313	CmoCh11G009950.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G009960.1	null.18314	CmoCh11G009960.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010040.1	null.18322	CmoCh11G010040.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010050.1	null.18323	CmoCh11G010050.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G010060.1	null.18324	CmoCh11G010060.1	protein_coding	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G010070.1	null.18325	CmoCh11G010070.1	protein_coding	0	0	1	5	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010110.1	null.18329	CmoCh11G010110.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010120.1	null.18330	CmoCh11G010120.1	protein_coding	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010130.1	null.18331	CmoCh11G010130.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
CmoCh11G010140.1	null.18332	CmoCh11G010140.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010150.1	null.18333	CmoCh11G010150.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CmoCh11G010180.1	null.18336	CmoCh11G010180.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010190.1	null.18337	CmoCh11G010190.1	protein_coding	0	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G010200.1	null.18338	CmoCh11G010200.1	protein_coding	0	0	0	20	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	16	0	0
CmoCh11G010210.1	null.18339	CmoCh11G010210.1	protein_coding	0	0	2	15	0	0	0	0	6	0	8	2	0	0	0	0	0	0	0	0	0	0	0	1	0
CmoCh11G010220.1	null.18340	CmoCh11G010220.1	protein_coding	0	0	0	16	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010230.1	null.18341	CmoCh11G010230.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010240.1	null.18342	CmoCh11G010240.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010250.1	null.18343	CmoCh11G010250.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010260.1	null.18344	CmoCh11G010260.1	protein_coding	0	1	0	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CmoCh11G010320.1	null.18350	CmoCh11G010320.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010330.1	null.18351	CmoCh11G010330.1	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
CmoCh11G010340.1	null.18352	CmoCh11G010340.1	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010360.1	null.18354	CmoCh11G010360.1	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G010370.1	null.18355	CmoCh11G010370.1	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010380.1	null.18356	CmoCh11G010380.1	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G010390.1	null.18357	CmoCh11G010390.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
CmoCh11G010400.1	null.18358	CmoCh11G010400.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010420.1	null.18360	CmoCh11G010420.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010430.1	null.18361	CmoCh11G010430.1	protein_coding	0	0	0	35	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	32	0	0
CmoCh11G010440.1	null.18362	CmoCh11G010440.1	protein_coding	0	0	0	52	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	34	0	0
CmoCh11G010450.1	null.18363	CmoCh11G010450.1	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010460.1	null.18364	CmoCh11G010460.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G010470.1	null.18365	CmoCh11G010470.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G010480.1	null.18366	CmoCh11G010480.1	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010490.1	null.18367	CmoCh11G010490.1	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0
CmoCh11G010500.1	null.18368	CmoCh11G010500.1	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010510.1	null.18369	CmoCh11G010510.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010520.1	null.18370	CmoCh11G010520.1	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010530.1	null.18371	CmoCh11G010530.1	protein_coding	0	1	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
CmoCh11G010540.1	null.18372	CmoCh11G010540.1	protein_coding	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010550.1	null.18373	CmoCh11G010550.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010560.1	null.18374	CmoCh11G010560.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G010570.1	null.18375	CmoCh11G010570.1	protein_coding	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010660.1	null.18384	CmoCh11G010660.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010670.1	null.18385	CmoCh11G010670.1	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010680.1	null.18386	CmoCh11G010680.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010690.1	null.18387	CmoCh11G010690.1	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
CmoCh11G010700.1	null.18388	CmoCh11G010700.1	protein_coding	0	0	0	16	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G010710.1	null.18389	CmoCh11G010710.1	protein_coding	0	0	0	14	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G010720.1	null.18390	CmoCh11G010720.1	protein_coding	0	0	0	10	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0
CmoCh11G010730.1	null.18391	CmoCh11G010730.1	protein_coding	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010740.1	null.18392	CmoCh11G010740.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010750.1	null.18393	CmoCh11G010750.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
CmoCh11G010760.1	null.18394	CmoCh11G010760.1	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G010770.1	null.18395	CmoCh11G010770.1	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G010780.1	null.18396	CmoCh11G010780.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G010810.1	null.18399	CmoCh11G010810.1	protein_coding	0	3	3	15	0	0	0	0	13	0	1	3	0	0	0	0	0	0	0	3	0	0	0	1	0
CmoCh11G010820.1	null.18400	CmoCh11G010820.1	protein_coding	0	0	0	21	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
CmoCh11G010830.1	null.18401	CmoCh11G010830.1	protein_coding	0	0	0	21	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	17	0	0
CmoCh11G010840.1	null.18402	CmoCh11G010840.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010850.1	null.18403	CmoCh11G010850.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010860.1	null.18404	CmoCh11G010860.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010870.1	null.18405	CmoCh11G010870.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010900.1	null.18408	CmoCh11G010900.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G010910.1	null.18409	CmoCh11G010910.1	protein_coding	0	0	0	5	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G010920.1	null.18410	CmoCh11G010920.1	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G010930.1	null.18411	CmoCh11G010930.1	protein_coding	0	0	0	11	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	3	2	0
CmoCh11G010940.1	null.18412	CmoCh11G010940.1	protein_coding	0	0	0	8	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010960.1	null.18414	CmoCh11G010960.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G010970.1	null.18415	CmoCh11G010970.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
CmoCh11G010980.1	null.18416	CmoCh11G010980.1	protein_coding	0	0	0	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G010990.1	null.18417	CmoCh11G010990.1	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G011000.1	null.18418	CmoCh11G011000.1	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011010.1	null.18419	CmoCh11G011010.1	protein_coding	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
CmoCh11G011020.1	null.18420	CmoCh11G011020.1	protein_coding	0	0	1	8	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G011030.1	null.18421	CmoCh11G011030.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
CmoCh11G011100.1	null.18428	CmoCh11G011100.1	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011110.1	null.18429	CmoCh11G011110.1	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
CmoCh11G011120.1	null.18430	CmoCh11G011120.1	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
CmoCh11G011130.1	null.18431	CmoCh11G011130.1	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
CmoCh11G011140.1	null.18432	CmoCh11G011140.1	protein_coding	0	0	0	6	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
CmoCh11G011150.1	null.18433	CmoCh11G011150.1	protein_coding	0	0	0	6	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011170.1	null.18435	CmoCh11G011170.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CmoCh11G011180.1	null.18436	CmoCh11G011180.1	protein_coding	0	0	0	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011190.1	null.18437	CmoCh11G011190.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CmoCh11G011200.1	null.18438	CmoCh11G011200.1	protein_coding	0	1	2	22	0	0	0	0	6	0	16	2	0	0	0	0	0	0	0	1	0	0	0	0	0
CmoCh11G011210.1	null.18439	CmoCh11G011210.1	protein_coding	0	1	1	24	0	0	0	0	17	0	4	1	0	0	0	0	0	0	0	1	0	0	3	0	0
CmoCh11G011220.1	null.18440	CmoCh11G011220.1	protein_coding	0	0	0	31	0	0	0	0	22	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0
