CHROM	POS	HighSI	LowSI	DeltaSI	Gstat	ED4	LOD	BBLogBF	NumSNPs	MeanHighDP	MeanLowDP	HighSI_p99	HighSI_p95	HighSI_m_p99	HighSI_m_p95	LowSI_p99	LowSI_p95	LowSI_m_p99	LowSI_m_p95	DeltaSI_p99	DeltaSI_p95	DeltaSI_m_p99	DeltaSI_m_p95	Gstat_p99	Gstat_p95	ED4_p99	ED4_p95	LOD_p99	LOD_p95	BBLogBF_p99	BBLogBF_p95
Cp4.1LG07	5625970	0.632738	0.609053	0.023685	3.369173	0.000971	0.745160	-0.174955	1624	190	64	0.578947	0.557895	0.400000	0.436842	0.656250	0.593750	0.343750	0.406250	0.177467	0.109868	-0.209539	-0.120724	7.938054	3.786361	0.001719	0.000397	1.747600	0.831686	0.807524	-0.108323
Cp4.1LG07	5725970	0.633288	0.609691	0.023597	3.354417	0.001007	0.741234	-0.175964	1499	194	64	0.587629	0.556701	0.412371	0.443299	0.640625	0.593750	0.343750	0.390625	0.172197	0.119845	-0.197004	-0.114691	7.457774	3.769806	0.001506	0.000386	1.634056	0.824363	0.692913	-0.116757
Cp4.1LG07	5825970	0.631803	0.613569	0.018235	3.320632	0.001012	0.733569	-0.181506	1344	196	64	0.591837	0.556122	0.403061	0.438776	0.656250	0.609375	0.328125	0.390625	0.181122	0.124043	-0.197066	-0.118622	8.422002	4.034906	0.001868	0.000443	1.859902	0.887754	0.918094	-0.053929
Cp4.1LG07	5925970	0.629491	0.619919	0.009572	3.299076	0.000986	0.729145	-0.185229	1304	190	63	0.594737	0.557895	0.405263	0.442105	0.666667	0.603175	0.333333	0.396825	0.187386	0.118964	-0.198329	-0.113534	7.905740	3.685935	0.001718	0.000383	1.757970	0.806931	0.820198	-0.130512
Cp4.1LG07	6025970	0.626951	0.627024	-0.000073	3.300523	0.000950	0.730143	-0.184566	1122	187	62	0.582888	0.556150	0.390374	0.438503	0.661290	0.596774	0.338710	0.387097	0.180007	0.120838	-0.190702	-0.121097	7.558873	3.780914	0.001645	0.000412	1.666069	0.837309	0.731959	-0.096770
Cp4.1LG07	6125970	0.624170	0.633908	-0.009739	3.311151	0.000921	0.733291	-0.181662	1054	169	61	0.597633	0.562130	0.396450	0.437870	0.672131	0.606557	0.327869	0.393443	0.180521	0.118634	-0.204675	-0.125910	7.687667	3.677691	0.001850	0.000426	1.690360	0.811769	0.764497	-0.114062
Cp4.1LG07	6225970	0.621376	0.640109	-0.018733	3.318235	0.000897	0.735714	-0.178849	1044	168	61	0.595238	0.565476	0.392857	0.434524	0.655738	0.606557	0.327869	0.393443	0.181011	0.124414	-0.194380	-0.133392	7.833795	3.902904	0.001919	0.000483	1.725355	0.858928	0.799809	-0.066546
Cp4.1LG07	6325970	0.618934	0.645248	-0.026314	3.312600	0.000875	0.735344	-0.178281	1157	173	61	0.595376	0.560694	0.398844	0.433526	0.655738	0.606557	0.344262	0.393443	0.183645	0.119113	-0.194257	-0.123851	7.261491	3.385133	0.001632	0.000356	1.594321	0.747784	0.667152	-0.179375
Cp4.1LG07	6425970	0.616563	0.649900	-0.033337	3.315912	0.000863	0.736900	-0.175592	1166	179	61	0.592179	0.558659	0.407821	0.435754	0.655738	0.606557	0.327869	0.393443	0.192783	0.121990	-0.177122	-0.121623	7.102655	3.706768	0.001526	0.000421	1.565508	0.818283	0.636398	-0.110730
Cp4.1LG07	6525970	0.613660	0.655120	-0.041460	3.368787	0.000885	0.749450	-0.161971	1281	175	63	0.594286	0.560000	0.405714	0.440000	0.650794	0.603175	0.349206	0.396825	0.196826	0.130159	-0.176508	-0.124445	7.244222	4.314091	0.001501	0.000548	1.601309	0.946075	0.668286	0.013184
Cp4.1LG07	6625970	0.609786	0.661181	-0.051396	3.493123	0.000976	0.777868	-0.132509	1441	176	63	0.602273	0.556818	0.397727	0.431818	0.650794	0.603175	0.301587	0.396825	0.192731	0.120220	-0.203103	-0.121393	9.838410	3.902727	0.002749	0.000446	2.161675	0.854453	1.228377	-0.078753
Cp4.1LG07	6725970	0.605166	0.667786	-0.062620	3.661694	0.001117	0.816014	-0.093411	1505	178	62	0.606742	0.561798	0.398876	0.432584	0.661290	0.612903	0.338710	0.403226	0.184487	0.113628	-0.200616	-0.120696	7.629705	3.665700	0.001716	0.000403	1.669913	0.805785	0.738583	-0.125532
Cp4.1LG07	6825970	0.600138	0.674450	-0.074313	3.835183	0.001273	0.855129	-0.053524	1547	176	62	0.596591	0.562500	0.403409	0.431818	0.645161	0.596774	0.322581	0.387097	0.196297	0.126100	-0.184934	-0.125183	7.524619	4.041188	0.001695	0.000491	1.652673	0.885724	0.721946	-0.044949
Cp4.1LG07	6925970	0.595224	0.680520	-0.085296	3.990441	0.001418	0.890006	-0.018028	1649	174	62	0.597701	0.557471	0.396552	0.431034	0.661290	0.612903	0.322581	0.387097	0.196885	0.117538	-0.188728	-0.124397	8.211611	3.943933	0.001933	0.000472	1.819135	0.868592	0.888901	-0.061462
Cp4.1LG07	7025970	0.591324	0.685244	-0.093920	4.102565	0.001532	0.915044	0.007603	1782	174	62	0.597701	0.557471	0.396552	0.431034	0.661290	0.612903	0.322581	0.387097	0.196885	0.117538	-0.188728	-0.124397	8.211611	3.943933	0.001933	0.000472	1.819135	0.868592	0.888901	-0.061462
Cp4.1LG07	7125970	0.589055	0.688183	-0.099128	4.159313	0.001604	0.927535	0.020690	1794	175	62	0.588571	0.560000	0.405714	0.434286	0.645161	0.596774	0.354839	0.403226	0.165161	0.112074	-0.184332	-0.118802	7.183277	3.310182	0.001519	0.000331	1.587172	0.726367	0.656691	-0.203982
Cp4.1LG07	7225970	0.588575	0.689523	-0.100947	4.159480	0.001631	0.927361	0.021001	1808	174	61	0.591954	0.557471	0.396552	0.436782	0.655738	0.606557	0.327869	0.393443	0.205766	0.118900	-0.204258	-0.128038	9.518690	3.662902	0.002698	0.000415	2.104379	0.802479	1.176733	-0.124961
Cp4.1LG07	7325970	0.589558	0.689671	-0.100113	4.111409	0.001618	0.916537	0.010479	1905	172	61	0.593023	0.563953	0.389535	0.430233	0.655738	0.606557	0.311475	0.393443	0.193766	0.125048	-0.209111	-0.120854	8.586698	4.002576	0.002199	0.000498	1.886323	0.876541	0.959504	-0.050250
Cp4.1LG07	7425970	0.591546	0.688848	-0.097301	4.023977	0.001574	0.897103	-0.008868	1947	168	61	0.595238	0.565476	0.392857	0.434524	0.655738	0.606557	0.327869	0.393443	0.181011	0.124414	-0.194380	-0.133392	7.833795	3.902904	0.001919	0.000483	1.725355	0.858928	0.799809	-0.066546
Cp4.1LG07	7525970	0.593971	0.687380	-0.093409	3.908305	0.001514	0.871421	-0.034375	1861	168	61	0.595238	0.565476	0.392857	0.434524	0.655738	0.606557	0.327869	0.393443	0.181011	0.124414	-0.194380	-0.133392	7.833795	3.902904	0.001919	0.000483	1.725355	0.858928	0.799809	-0.066546
Cp4.1LG07	7625970	0.596669	0.685735	-0.089066	3.779338	0.001449	0.842724	-0.062787	1764	169	61	0.597633	0.562130	0.396450	0.437870	0.672131	0.606557	0.327869	0.393443	0.180521	0.118634	-0.204675	-0.125910	7.687667	3.677691	0.001850	0.000426	1.690360	0.811769	0.764497	-0.114062
Cp4.1LG07	7725970	0.599751	0.684202	-0.084451	3.643844	0.001382	0.812538	-0.092749	1746	168	61	0.595238	0.565476	0.392857	0.434524	0.655738	0.606557	0.327869	0.393443	0.181011	0.124414	-0.194380	-0.133392	7.833795	3.902904	0.001919	0.000483	1.725355	0.858928	0.799809	-0.066546
Cp4.1LG07	7825970	0.603159	0.682781	-0.079622	3.502470	0.001313	0.781016	-0.124057	1833	168	61	0.595238	0.565476	0.392857	0.434524	0.655738	0.606557	0.327869	0.393443	0.181011	0.124414	-0.194380	-0.133392	7.833795	3.902904	0.001919	0.000483	1.725355	0.858928	0.799809	-0.066546
Cp4.1LG07	7925970	0.606948	0.681332	-0.074384	3.346939	0.001235	0.746322	-0.158379	1819	169	61	0.597633	0.562130	0.396450	0.437870	0.672131	0.606557	0.327869	0.393443	0.180521	0.118634	-0.204675	-0.125910	7.687667	3.677691	0.001850	0.000426	1.690360	0.811769	0.764497	-0.114062
Cp4.1LG07	8025970	0.611011	0.679800	-0.068790	3.178283	0.001149	0.708690	-0.195437	1904	171	61	0.596491	0.555556	0.397661	0.432749	0.655738	0.606557	0.344262	0.393443	0.187902	0.123478	-0.199598	-0.124724	7.583207	4.038848	0.001782	0.000512	1.670569	0.888587	0.744012	-0.037898
Cp4.1LG07	8125970	0.614947	0.678245	-0.063298	3.015156	0.001065	0.672275	-0.231187	1975	171	61	0.596491	0.555556	0.397661	0.432749	0.655738	0.606557	0.344262	0.393443	0.187902	0.123478	-0.199598	-0.124724	7.583207	4.038848	0.001782	0.000512	1.670569	0.888587	0.744012	-0.037898
Cp4.1LG07	8225970	0.617820	0.676895	-0.059074	2.894058	0.001006	0.645197	-0.257623	2094	171	61	0.596491	0.555556	0.397661	0.432749	0.655738	0.606557	0.344262	0.393443	0.187902	0.123478	-0.199598	-0.124724	7.583207	4.038848	0.001782	0.000512	1.670569	0.888587	0.744012	-0.037898
Cp4.1LG07	8325970	0.618596	0.676022	-0.057426	2.847986	0.000999	0.634806	-0.267354	2067	168	60	0.607143	0.559524	0.404762	0.434524	0.666667	0.600000	0.333333	0.383333	0.194048	0.116667	-0.191667	-0.123810	7.254696	3.892445	0.001678	0.000475	1.601043	0.853789	0.678088	-0.069055
Cp4.1LG07	8425970	0.616828	0.675629	-0.058801	2.882934	0.001055	0.642369	-0.259120	2109	164	60	0.591463	0.560976	0.408537	0.439024	0.666667	0.600000	0.316667	0.383333	0.201626	0.125610	-0.183740	-0.122765	8.085028	3.859278	0.002090	0.000490	1.786009	0.848675	0.864400	-0.072800
Cp4.1LG07	8525970	0.612993	0.675515	-0.062522	2.976421	0.001152	0.662845	-0.238051	2116	165	59	0.587879	0.557576	0.393939	0.436364	0.677966	0.610169	0.338983	0.389831	0.188290	0.115665	-0.189523	-0.125321	6.797793	3.454151	0.001538	0.000396	1.491314	0.765772	0.572122	-0.153454
Cp4.1LG07	8625970	0.608044	0.675338	-0.067295	3.096251	0.001264	0.689163	-0.211194	2069	165	59	0.587879	0.557576	0.393939	0.436364	0.677966	0.610169	0.338983	0.389831	0.188290	0.115665	-0.189523	-0.125321	6.797793	3.454151	0.001538	0.000396	1.491314	0.765772	0.572122	-0.153454
Cp4.1LG07	8725970	0.602894	0.674675	-0.071781	3.210936	0.001367	0.714381	-0.185500	1991	164	59	0.603659	0.560976	0.402439	0.432927	0.677966	0.610169	0.322034	0.389831	0.184064	0.125051	-0.221269	-0.135180	10.346882	3.906776	0.003450	0.000508	2.287832	0.864919	1.368792	-0.053961
Cp4.1LG07	8825970	0.598186	0.673485	-0.075299	3.300479	0.001445	0.734080	-0.165433	1919	164	59	0.603659	0.560976	0.402439	0.432927	0.677966	0.610169	0.322034	0.389831	0.184064	0.125051	-0.221269	-0.135180	10.346882	3.906776	0.003450	0.000508	2.287832	0.864919	1.368792	-0.053961
Cp4.1LG07	8925970	0.593923	0.672058	-0.078135	3.367561	0.001495	0.748886	-0.150378	1999	162	58	0.580247	0.555556	0.395062	0.432099	0.672414	0.603448	0.327586	0.379310	0.199447	0.124308	-0.203278	-0.123244	7.135120	3.882379	0.001751	0.000513	1.573051	0.850231	0.657545	-0.065240
Cp4.1LG07	9025970	0.589902	0.670640	-0.080738	3.418494	0.001524	0.760191	-0.138769	1939	162	59	0.598765	0.567901	0.395062	0.432099	0.661017	0.593220	0.338983	0.389831	0.199624	0.130257	-0.190312	-0.125654	7.412259	3.898085	0.001849	0.000511	1.628375	0.862997	0.710213	-0.055179
Cp4.1LG07	9125970	0.586116	0.669384	-0.083268	3.470104	0.001561	0.771656	-0.126829	1938	162	59	0.598765	0.567901	0.395062	0.432099	0.661017	0.593220	0.338983	0.389831	0.199624	0.130257	-0.190312	-0.125654	7.412259	3.898085	0.001849	0.000511	1.628375	0.862997	0.710213	-0.055179
Cp4.1LG07	9225970	0.582895	0.668444	-0.085550	3.538857	0.001637	0.786880	-0.111002	1845	161	59	0.602484	0.565217	0.385093	0.428571	0.661017	0.610169	0.338983	0.389831	0.201916	0.124539	-0.175386	-0.122855	7.541097	4.055365	0.001918	0.000554	1.659582	0.892764	0.741755	-0.024983
Cp4.1LG07	9325970	0.580572	0.667822	-0.087250	3.615543	0.001741	0.803825	-0.093403	1743	162	59	0.598765	0.567901	0.395062	0.432099	0.661017	0.593220	0.338983	0.389831	0.199624	0.130257	-0.190312	-0.125654	7.412259	3.898085	0.001849	0.000511	1.628375	0.862997	0.710213	-0.055179
Cp4.1LG07	9425970	0.579109	0.667407	-0.088298	3.689319	0.001855	0.820138	-0.076593	1615	165	59	0.587879	0.557576	0.393939	0.436364	0.677966	0.610169	0.338983	0.389831	0.188290	0.115665	-0.189523	-0.125321	6.797793	3.454151	0.001538	0.000396	1.491314	0.765772	0.572122	-0.153454
Cp4.1LG07	9525970	0.578239	0.666990	-0.088751	3.752434	0.001967	0.834134	-0.062299	1567	164	59	0.603659	0.560976	0.402439	0.432927	0.677966	0.610169	0.322034	0.389831	0.184064	0.125051	-0.221269	-0.135180	10.346882	3.906776	0.003450	0.000508	2.287832	0.864919	1.368792	-0.053961
Cp4.1LG07	9625970	0.577862	0.666433	-0.088571	3.799260	0.002069	0.844562	-0.051686	1507	164	58	0.585366	0.560976	0.402439	0.432927	0.655172	0.603448	0.327586	0.379310	0.201850	0.126788	-0.193861	-0.128890	7.547604	4.209574	0.001947	0.000612	1.663156	0.928029	0.746954	0.011885
Cp4.1LG07	9725970	0.577837	0.665817	-0.087981	3.834010	0.002164	0.852356	-0.043787	1486	164	58	0.585366	0.560976	0.402439	0.432927	0.655172	0.603448	0.327586	0.379310	0.201850	0.126788	-0.193861	-0.128890	7.547604	4.209574	0.001947	0.000612	1.663156	0.928029	0.746954	0.011885
Cp4.1LG07	9825970	0.577875	0.665353	-0.087479	3.872361	0.002264	0.860970	-0.035173	1373	163	59	0.607362	0.564417	0.392638	0.429448	0.677966	0.610169	0.322034	0.389831	0.207029	0.125506	-0.202350	-0.133097	8.202199	4.012167	0.002239	0.000531	1.797646	0.884578	0.879144	-0.033880
Cp4.1LG07	9925970	0.577714	0.665237	-0.087523	3.933417	0.002386	0.874566	-0.021718	1328	162	58	0.580247	0.555556	0.395062	0.432099	0.672414	0.603448	0.327586	0.379310	0.199447	0.124308	-0.203278	-0.123244	7.135120	3.882379	0.001751	0.000513	1.573051	0.850231	0.657545	-0.065240
Cp4.1LG07	10025970	0.577148	0.665829	-0.088681	4.042248	0.002553	0.898627	0.002070	1200	161	58	0.583851	0.559006	0.397516	0.434783	0.655172	0.603448	0.327586	0.379310	0.203148	0.129364	-0.193510	-0.123153	7.809061	3.885285	0.002104	0.000526	1.720333	0.852735	0.805178	-0.062325
Cp4.1LG11	1441	0.446364	0.468727	-0.022363	2.282850	0.000701	0.501705	-0.400638	1244	174	60	0.591954	0.557471	0.402299	0.436782	0.666667	0.600000	0.333333	0.383333	0.169540	0.117816	-0.196551	-0.122414	6.866705	3.727222	0.001492	0.000440	1.510028	0.825946	0.585157	-0.098896
Cp4.1LG11	101441	0.445074	0.469828	-0.024754	2.331244	0.000734	0.512164	-0.390589	1361	173	60	0.589595	0.560694	0.404624	0.433526	0.666667	0.600000	0.333333	0.400000	0.192679	0.125338	-0.221580	-0.118882	8.754825	3.578429	0.002411	0.000407	1.928830	0.791514	1.004222	-0.133029
Cp4.1LG11	201441	0.443075	0.470818	-0.027744	2.393601	0.000785	0.525684	-0.377640	1493	171	59	0.590643	0.555556	0.397661	0.432749	0.661017	0.610169	0.338983	0.389831	0.183268	0.123005	-0.194964	-0.120726	6.969160	3.594581	0.001588	0.000424	1.534476	0.787923	0.613237	-0.133236
Cp4.1LG11	301441	0.440514	0.471701	-0.031187	2.466276	0.000845	0.541494	-0.362370	1636	169	60	0.603550	0.562130	0.402367	0.437870	0.650000	0.600000	0.333333	0.383333	0.191124	0.128797	-0.193294	-0.115877	8.304318	3.832719	0.002172	0.000467	1.833982	0.849426	0.910655	-0.073830
Cp4.1LG11	401441	0.437453	0.472143	-0.034690	2.541034	0.000904	0.557802	-0.346450	1766	168	59	0.595238	0.559524	0.398810	0.428571	0.661017	0.610169	0.338983	0.389831	0.188458	0.118846	-0.198548	-0.131659	7.277416	3.923708	0.001749	0.000507	1.598751	0.868662	0.678521	-0.051583
Cp4.1LG11	501441	0.433998	0.472171	-0.038172	2.613518	0.000961	0.573663	-0.330682	1962	166	59	0.590361	0.560241	0.397590	0.433735	0.661017	0.610169	0.338983	0.389831	0.181336	0.124464	-0.211456	-0.131611	8.128455	4.009755	0.002191	0.000539	1.787707	0.882862	0.868127	-0.036664
Cp4.1LG11	601441	0.430428	0.472064	-0.041636	2.682465	0.001014	0.588799	-0.315294	2086	164	59	0.603659	0.560976	0.402439	0.432927	0.677966	0.610169	0.322034	0.389831	0.184064	0.125051	-0.221269	-0.135180	10.346882	3.906776	0.003450	0.000508	2.287832	0.864919	1.368792	-0.053961
Cp4.1LG11	701441	0.426944	0.472116	-0.045172	2.749444	0.001065	0.603524	-0.299922	2245	161	59	0.602484	0.565217	0.385093	0.428571	0.661017	0.610169	0.338983	0.389831	0.201916	0.124539	-0.175386	-0.122855	7.541097	4.055365	0.001918	0.000554	1.659582	0.892764	0.741755	-0.024983
Cp4.1LG11	801441	0.423679	0.472523	-0.048844	2.817407	0.001115	0.618516	-0.283776	2359	161	59	0.602484	0.565217	0.385093	0.428571	0.661017	0.610169	0.338983	0.389831	0.201916	0.124539	-0.175386	-0.122855	7.541097	4.055365	0.001918	0.000554	1.659582	0.892764	0.741755	-0.024983
Cp4.1LG11	901441	0.420770	0.473267	-0.052497	2.886022	0.001164	0.633746	-0.266955	2501	159	59	0.584906	0.559748	0.389937	0.433962	0.661017	0.610169	0.338983	0.406780	0.169917	0.111396	-0.202430	-0.130264	7.224125	3.577794	0.001726	0.000439	1.603800	0.788529	0.686556	-0.128517
Cp4.1LG11	1001441	0.418314	0.473957	-0.055643	2.944562	0.001204	0.646880	-0.252128	2604	160	59	0.600000	0.562500	0.393750	0.431250	0.644068	0.610169	0.338983	0.389831	0.195869	0.122669	-0.192267	-0.120869	7.333451	3.822998	0.001821	0.000499	1.614250	0.840014	0.696785	-0.077382
Cp4.1LG11	1101441	0.416592	0.474326	-0.057734	2.980190	0.001224	0.655051	-0.242490	2473	161	59	0.602484	0.565217	0.385093	0.428571	0.661017	0.610169	0.338983	0.389831	0.201916	0.124539	-0.175386	-0.122855	7.541097	4.055365	0.001918	0.000554	1.659582	0.892764	0.741755	-0.024983
Cp4.1LG11	1201441	0.415786	0.474273	-0.058487	2.989872	0.001222	0.657518	-0.238928	2266	158	59	0.601266	0.563291	0.386076	0.436709	0.661017	0.593220	0.322034	0.389831	0.207144	0.126904	-0.192663	-0.120790	8.903589	3.734384	0.002635	0.000458	1.967855	0.821979	1.051023	-0.094661
Cp4.1LG11	1301441	0.415725	0.473809	-0.058084	2.981549	0.001204	0.655974	-0.239651	2121	159	59	0.584906	0.559748	0.389937	0.433962	0.661017	0.610169	0.338983	0.406780	0.169917	0.111396	-0.202430	-0.130264	7.224125	3.577794	0.001726	0.000439	1.603800	0.788529	0.686556	-0.128517
Cp4.1LG11	1401441	0.416111	0.473360	-0.057249	2.965142	0.001178	0.652585	-0.242351	2093	160	59	0.600000	0.562500	0.393750	0.431250	0.644068	0.610169	0.338983	0.389831	0.195869	0.122669	-0.192267	-0.120869	7.333451	3.822998	0.001821	0.000499	1.614250	0.840014	0.696785	-0.077382
Cp4.1LG11	1501441	0.416706	0.473375	-0.056669	2.952812	0.001151	0.650008	-0.244341	2161	160	59	0.600000	0.562500	0.393750	0.431250	0.644068	0.610169	0.338983	0.389831	0.195869	0.122669	-0.192267	-0.120869	7.333451	3.822998	0.001821	0.000499	1.614250	0.840014	0.696785	-0.077382
Cp4.1LG11	1601441	0.417146	0.474090	-0.056945	2.967026	0.001136	0.653139	-0.240795	2087	161	59	0.602484	0.565217	0.385093	0.428571	0.661017	0.610169	0.338983	0.389831	0.201916	0.124539	-0.175386	-0.122855	7.541097	4.055365	0.001918	0.000554	1.659582	0.892764	0.741755	-0.024983
Cp4.1LG11	1701441	0.416847	0.475552	-0.058705	3.039863	0.001156	0.668991	-0.224730	2030	161	59	0.602484	0.565217	0.385093	0.428571	0.661017	0.610169	0.338983	0.389831	0.201916	0.124539	-0.175386	-0.122855	7.541097	4.055365	0.001918	0.000554	1.659582	0.892764	0.741755	-0.024983
Cp4.1LG11	1801441	0.415216	0.477748	-0.062532	3.203919	0.001233	0.704680	-0.189174	2008	158	59	0.601266	0.563291	0.386076	0.436709	0.661017	0.593220	0.322034	0.389831	0.207144	0.126904	-0.192663	-0.120790	8.903589	3.734384	0.002635	0.000458	1.967855	0.821979	1.051023	-0.094661
Cp4.1LG11	1901441	0.411733	0.480495	-0.068761	3.482248	0.001387	0.765235	-0.129223	2093	160	59	0.600000	0.562500	0.393750	0.431250	0.644068	0.610169	0.338983	0.389831	0.195869	0.122669	-0.192267	-0.120869	7.333451	3.822998	0.001821	0.000499	1.614250	0.840014	0.696785	-0.077382
Cp4.1LG11	2001441	0.405602	0.483613	-0.078011	3.927933	0.001657	0.862421	-0.033187	2045	157	59	0.592357	0.560510	0.394904	0.433121	0.644068	0.610169	0.338983	0.406780	0.177048	0.115513	-0.179207	-0.121775	5.770831	3.080600	0.001132	0.000328	1.275576	0.677943	0.359196	-0.238342
Cp4.1LG11	2101441	0.396307	0.486953	-0.090647	4.579067	0.002066	1.004668	0.107441	2005	156	59	0.602564	0.557692	0.391026	0.429487	0.644068	0.610169	0.338983	0.389831	0.195784	0.119730	-0.193502	-0.129400	6.752538	3.752613	0.001482	0.000488	1.471725	0.826763	0.555821	-0.089162
Cp4.1LG11	2201441	0.383919	0.490227	-0.106309	5.420516	0.002596	1.188599	0.289404	2006	155	59	0.606452	0.567742	0.393548	0.432258	0.661017	0.610169	0.322034	0.389831	0.204592	0.129579	-0.173865	-0.125424	7.360447	3.609591	0.001863	0.000450	1.626565	0.801948	0.710909	-0.113668
Cp4.1LG11	2301441	0.369291	0.493737	-0.124446	6.396540	0.003215	1.401942	0.500858	1979	155	58	0.612903	0.567742	0.393548	0.425806	0.655172	0.603448	0.327586	0.379310	0.188543	0.130367	-0.220801	-0.126029	7.912417	3.905202	0.002191	0.000533	1.733739	0.866175	0.820849	-0.046768
Cp4.1LG11	2401441	0.353588	0.497892	-0.144304	7.434519	0.003885	1.628774	0.726436	1865	155	58	0.612903	0.567742	0.393548	0.425806	0.655172	0.603448	0.327586	0.379310	0.188543	0.130367	-0.220801	-0.126029	7.912417	3.905202	0.002191	0.000533	1.733739	0.866175	0.820849	-0.046768
Cp4.1LG11	2501441	0.338191	0.502638	-0.164447	8.450123	0.004564	1.850698	0.948132	1707	156	59	0.602564	0.557692	0.391026	0.429487	0.644068	0.610169	0.338983	0.389831	0.195784	0.119730	-0.193502	-0.129400	6.752538	3.752613	0.001482	0.000488	1.471725	0.826763	0.555821	-0.089162
Cp4.1LG11	2601441	0.324461	0.507589	-0.183129	9.370162	0.005200	2.051880	1.149968	1638	159	59	0.584906	0.559748	0.389937	0.433962	0.661017	0.610169	0.338983	0.406780	0.169917	0.111396	-0.202430	-0.130264	7.224125	3.577794	0.001726	0.000439	1.603800	0.788529	0.686556	-0.128517
Cp4.1LG11	2701441	0.313436	0.512247	-0.198811	10.144737	0.005747	2.221506	1.320577	1485	164	59	0.603659	0.560976	0.402439	0.432927	0.677966	0.610169	0.322034	0.389831	0.184064	0.125051	-0.221269	-0.135180	10.346882	3.906776	0.003450	0.000508	2.287832	0.864919	1.368792	-0.053961
Cp4.1LG11	2801441	0.305271	0.516069	-0.210798	10.758592	0.006179	2.356154	1.456045	1487	167	60	0.598802	0.562874	0.407186	0.437126	0.650000	0.600000	0.316667	0.383333	0.208183	0.117565	-0.204291	-0.124850	7.983950	3.480230	0.002053	0.000387	1.757186	0.771339	0.834597	-0.151153
Cp4.1LG11	2901441	0.299690	0.519300	-0.219610	11.264872	0.006533	2.467402	1.567703	1427	167	59	0.580838	0.556886	0.389222	0.431138	0.677966	0.610169	0.322034	0.389831	0.181975	0.123211	-0.213844	-0.128184	8.214406	3.846088	0.002091	0.000494	1.817099	0.847102	0.897080	-0.072763
Cp4.1LG11	3001441	0.296156	0.522590	-0.226434	11.732041	0.006880	2.570232	1.670494	1400	168	59	0.595238	0.559524	0.398810	0.428571	0.661017	0.610169	0.338983	0.389831	0.188458	0.118846	-0.198548	-0.131659	7.277416	3.923708	0.001749	0.000507	1.598751	0.868662	0.678521	-0.051583
Cp4.1LG11	3101441	0.294463	0.526439	-0.231976	12.160575	0.007224	2.664639	1.764639	1407	168	59	0.595238	0.559524	0.398810	0.428571	0.661017	0.610169	0.338983	0.389831	0.188458	0.118846	-0.198548	-0.131659	7.277416	3.923708	0.001749	0.000507	1.598751	0.868662	0.678521	-0.051583
Cp4.1LG11	3201441	0.294673	0.530892	-0.236218	12.501015	0.007521	2.739650	1.839359	1349	166	59	0.590361	0.560241	0.397590	0.433735	0.661017	0.610169	0.338983	0.389831	0.181336	0.124464	-0.211456	-0.131611	8.128455	4.009755	0.002191	0.000539	1.787707	0.882862	0.868127	-0.036664
Cp4.1LG11	3301441	0.296594	0.535613	-0.239019	12.714094	0.007736	2.786571	1.886092	1397	168	59	0.595238	0.559524	0.398810	0.428571	0.661017	0.610169	0.338983	0.389831	0.188458	0.118846	-0.198548	-0.131659	7.277416	3.923708	0.001749	0.000507	1.598751	0.868662	0.678521	-0.051583
Cp4.1LG11	3401441	0.299930	0.540464	-0.240534	12.822306	0.007877	2.810239	1.909586	1399	166	59	0.590361	0.560241	0.397590	0.433735	0.661017	0.610169	0.338983	0.389831	0.181336	0.124464	-0.211456	-0.131611	8.128455	4.009755	0.002191	0.000539	1.787707	0.882862	0.868127	-0.036664
Cp4.1LG11	3501441	0.304179	0.545442	-0.241263	12.888397	0.007986	2.824399	1.923473	1461	168	60	0.607143	0.559524	0.404762	0.434524	0.666667	0.600000	0.333333	0.383333	0.194048	0.116667	-0.191667	-0.123810	7.254696	3.892445	0.001678	0.000475	1.601043	0.853789	0.678088	-0.069055
Cp4.1LG11	3601441	0.308832	0.550356	-0.241524	12.962099	0.008086	2.839976	1.938362	1526	166	60	0.608434	0.560241	0.385542	0.427711	0.683333	0.600000	0.333333	0.400000	0.202812	0.110241	-0.216667	-0.127309	8.606575	3.608998	0.002380	0.000425	1.896545	0.792012	0.974271	-0.130147
Cp4.1LG11	3701441	0.313238	0.554564	-0.241326	13.056423	0.008177	2.860032	1.957184	1562	165	60	0.587879	0.563636	0.400000	0.430303	0.650000	0.616667	0.333333	0.400000	0.219697	0.121212	-0.200000	-0.130303	8.593672	4.098888	0.002395	0.000548	1.887171	0.904196	0.965294	-0.017722
Cp4.1LG11	3801441	0.317011	0.557642	-0.240631	13.151979	0.008244	2.880691	1.976127	1673	166	60	0.608434	0.560241	0.385542	0.427711	0.683333	0.600000	0.333333	0.400000	0.202812	0.110241	-0.216667	-0.127309	8.606575	3.608998	0.002380	0.000425	1.896545	0.792012	0.974271	-0.130147
Cp4.1LG11	3901441	0.319999	0.559361	-0.239362	13.191953	0.008234	2.889466	1.983062	1734	165	60	0.587879	0.563636	0.400000	0.430303	0.650000	0.616667	0.333333	0.400000	0.219697	0.121212	-0.200000	-0.130303	8.593672	4.098888	0.002395	0.000548	1.887171	0.904196	0.965294	-0.017722
